0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Desayuno incluido,Casual del Teatro Madrid,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 300 m del centroCerca del metro","8,2",Muy bien,2.367 comentarios,"Ubicación 9,7",Habitación Doble,1 cama doble,Desayuno incluido,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 221,Precio € 221,Incluye impuestos y cargos,Ver disponibilidad,,,
Regente Hotel,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro","8,3",Muy bien,4.142 comentarios,"Ubicación 9,7",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 2 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 223,Precio € 223,Incluye impuestos y cargos,Ver disponibilidad,,,,,
UVE Marcenado,Se abre en una ventana nueva,"Chamartín, MadridMostrar en el mapaa 4,1 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"9,2",Fantástico,2.497 comentarios,Habitación con cama extragrande.,1 cama doble extragrande,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 169,Precio € 169,Incluye impuestos y cargos,Ver disponibilidad,,,,
Desayuno incluido,"Hotel Madrid Chamartín, Affiliated by Meliá",Se abre en una ventana nueva,"Chamartín, MadridMostrar en el mapaa 6,3 km del centroCerca del metro","8,0",Muy bien,3.442 comentarios,Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Desayuno incluido,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 6 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 285,Precio € 285,Incluye impuestos y cargos,Ver disponibilidad,,,
Petit Palace Lealtad Plaza,Se abre en una ventana nueva,"Retiro, MadridMostrar en el mapaa 1,1 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,6",Fabuloso,2.029 comentarios,"Ubicación 9,5",Habitación Doble interior - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 373,Precio € 373,Incluye impuestos y cargos,Ver disponibilidad,,,,
Sercotel Gran Hotel Conde Duque,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 1,6 km del centroCerca del metro","8,4",Muy bien,3.765 comentarios,Habitación Doble,1 cama doble,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 215,Precio € 215,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
One Shot Fortuny 07,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,3",Muy bien,1.277 comentarios,"Ubicación 9,4",Habitación Doble Estándar - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 243,Precio € 243,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hotel Best Osuna,Se abre en una ventana nueva,"Hortaleza, MadridMostrar en el mapaa 8,6 km del centro",Nivel 1 del programa de Viajes sostenibles,"7,7",Bien,4.647 comentarios,Habitación Doble - 1 o 2 camas,2 camas individuales,"1 noche, 2 adultos",€ 170,Precio € 170,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Intur Palacio San Martin,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro","8,7",Fabuloso,3.014 comentarios,"Ubicación 9,7",Habitación Doble - 2 camas,2 camas individuales,Solo quedan 4 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 225,Precio € 225,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Rafaelhoteles Piramides,Se abre en una ventana nueva,"Arganzuela, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,2",Muy bien,1.158 comentarios,Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,"1 noche, 2 adultos",€ 163,Precio € 163,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Hyatt Centric Gran Via Madrid,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,9",Fabuloso,1.943 comentarios,"Ubicación 9,7",Habitación Doble - 2 camas dobles,2 camas dobles,"1 noche, 2 adultos",€ 348,Precio € 348,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Petit Palace Plaza España,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,2",Muy bien,2.394 comentarios,"Ubicación 9,6",Oferta Escapada,Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 294€ 250,Precio original € 294. Precio actual € 250.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
B&B HOTEL Madrid Centro Fuencarral 52,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,8 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,7",Fabuloso,3.329 comentarios,"Ubicación 9,7",Habitación Doble,1 cama doble,Solo quedan 4 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 197,Precio € 197,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Desayuno incluido,Madrisol,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 200 m del centroCerca del metro","7,4",Bien,2.394 comentarios,Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Desayuno incluido,Solo quedan 2 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 251€ 201,Precio original € 251. Precio actual € 201.,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Hotel Santo Domingo,Se abre en una ventana nueva,Promocionado,Este establecimiento paga un poco más para promocionarse en nuestra página. Cumple con tus criterios de búsqueda y es una muy buena opción.,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"7,4",Bien,5.393 comentarios,"Ubicación 9,4",Habitación Doble Pequeña,1 cama doble,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 275€ 234,Precio original € 275. Precio actual € 234.,Incluye impuestos y cargos,Ver disponibilidad,,,
Hotel Mirador Puerta del Sol,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 100 m del centroCerca del metro","8,4",Muy bien,2.555 comentarios,"Ubicación 9,7",Habitación Doble,2 camas individuales,"1 noche, 2 adultos",€ 170,Precio € 170,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Wellington Hotel & Spa Madrid,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,9",Fabuloso,1.280 comentarios,"Ubicación 9,7",Habitación Executive - 2 camas,2 camas individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 375,Precio € 375,Incluye impuestos y cargos,Ver disponibilidad,,,,
Ilunion Alcalá Norte,Se abre en una ventana nueva,"San Blas, MadridMostrar en el mapaa 7,3 km del centro",Nivel 3 del programa de Viajes sostenibles,"8,6",Fabuloso,11.145 comentarios,Oferta Escapada,Habitación Doble - 1 o 2 camas,Varios tipos de camas,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 229€ 183,Precio original € 229. Precio actual € 183.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
AC Hotel Aitana by Marriott,Se abre en una ventana nueva,"Chamartín, MadridMostrar en el mapaa 4,5 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,8",Fabuloso,787 comentarios,Habitación Estándar - 1 cama grande,1 cama doble grande,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 247,Precio € 247,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Elba Madrid Alcalá,Se abre en una ventana nueva,"San Blas, MadridMostrar en el mapaa 6,6 km del centroCerca del metro","8,7",Fabuloso,5.212 comentarios,Habitación Doble Estándar,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 172,Precio € 172,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
AC Hotel Aravaca by Marriott,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 8,7 km del centro",Nivel 2 del programa de Viajes sostenibles,"8,2",Muy bien,924 comentarios,Habitación Estándar - 1 cama grande,1 cama doble grande,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 178,Precio € 178,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Hotel Freedom,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro","8,5",Muy bien,682 comentarios,"Ubicación 9,5",Habitación Deluxe,"2 camas (1 sofá cama, 1 doble grande)",Solo quedan 7 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 180,Precio € 180,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Petit Palace Plaza Mayor,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 500 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,4",Muy bien,2.544 comentarios,"Ubicación 9,7",Oferta Escapada,Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 7 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 329€ 280,Precio original € 329. Precio actual € 280.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Líbere Madrid Palacio Real,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro","8,1",Muy bien,741 comentarios,"Ubicación 9,4",Oferta Escapada,Estudio,Estudio entero • 1 baño • 1 cocina • 28m²,1 cama doble,Solo quedan 7 a este precio en nuestra web,"1 noche, 2 adultos",€ 288€ 245,Precio original € 288. Precio actual € 245.,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Barceló Emperatriz,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 2,6 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,9",Fabuloso,2.001 comentarios,Habitación Doble - 1 o 2 camas,Varios tipos de camas,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 244,Precio € 244,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Desayuno incluido,NH Collection Madrid Palacio de Tepa,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro",Nivel 3 del programa de Viajes sostenibles,"8,7",Fabuloso,1.047 comentarios,"Ubicación 9,6",Habitación Doble Deluxe - 1 o 2 camas,Varios tipos de camas,Desayuno incluido,Solo quedan 7 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 329,Precio € 329,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hotel Mora by MIJ,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 1,1 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,0",Muy bien,2.751 comentarios,"Ubicación 9,5",Habitación Doble - 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 190,Precio € 190,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Negresco Gran Via,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro","7,9",Bien,933 comentarios,"Ubicación 9,6",Habitación Doble Económica - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo queda 1 habitación a este precio en nuestra web,"1 noche, 2 adultos",€ 171,Precio € 171,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Pestana Plaza Mayor Madrid,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"9,0",Fantástico,3.864 comentarios,"Ubicación 9,8",Habitación Estándar,1 cama doble grande,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 3 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 318,Precio € 318,Incluye impuestos y cargos,Ver disponibilidad,,,
The Madrid EDITION,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 250 m del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"9,1",Fantástico,258 comentarios,"Ubicación 9,4",Habitación Superior con cama extragrande,1 cama doble extragrande,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 570,Precio € 570,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Ayre Gran Hotel Colón,Se abre en una ventana nueva,"Retiro, MadridMostrar en el mapaa 2,9 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,5",Muy bien,11.017 comentarios,Habitación Doble,1 cama doble,"1 noche, 2 adultos",€ 226,Precio € 226,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Hotel Mirador de Chamartín,Se abre en una ventana nueva,"Ciudad Lineal, MadridMostrar en el mapaa 7,8 km del centroCerca del metro","8,4",Muy bien,2.647 comentarios,Habitación Doble Deluxe,Camas: 1 doble o 2 individuales,"1 noche, 2 adultos",€ 166,Precio € 166,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,,
Eco Alcalá Suites,Se abre en una ventana nueva,"San Blas, MadridMostrar en el mapaa 6,5 km del centro","7,8",Bien,1.944 comentarios,Suite Eco,Varios tipos de camas,Solo queda 1 habitación a este precio en nuestra web,"1 noche, 2 adultos",€ 162,Precio € 162,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
DoubleTree by Hilton Madrid-Prado,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,6 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,8",Fabuloso,245 comentarios,"Ubicación 9,5",Habitación con cama extragrande.,1 cama doble extragrande,"1 noche, 2 adultos",€ 317,Precio € 317,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Hotel Don Luis,Se abre en una ventana nueva,"Barajas, MadridMostrar en el mapaa 12,3 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"7,5",Bien,4.384 comentarios,Habitación Doble - 2 camas,2 camas individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 100,Precio € 100,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Desayuno incluido,Petit Palace Alcalá,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,3",Muy bien,1.956 comentarios,"Ubicación 9,7",Habitación Doble Pequeña (1-2 adultos),1 cama doble,Desayuno incluido,Solo quedan 2 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 299€ 269,Precio original € 299. Precio actual € 269.,Incluye impuestos y cargos,Ver disponibilidad,,,,
Ibis Styles Madrid Prado,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 450 m del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,6",Fabuloso,1.959 comentarios,"Ubicación 9,6",Habitación Estándar - 1 cama grande,1 cama doble grande,"1 noche, 2 adultos",€ 244,Precio € 244,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Only YOU Hotel Atocha,Se abre en una ventana nueva,Promocionado,Este establecimiento paga un poco más para promocionarse en nuestra página. Cumple con tus criterios de búsqueda y es una muy buena opción.,"Retiro, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"9,1",Fantástico,7.925 comentarios,"Ubicación 9,4",Habitación Doble Deluxe - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 330,Precio € 330,Incluye impuestos y cargos,Ver disponibilidad,,,
Radisson RED Madrid,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 1,1 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,8",Fabuloso,2.254 comentarios,"Ubicación 9,4",Habitación Estándar,Camas: 1 doble o 2 individuales,"1 noche, 2 adultos",€ 309,Precio € 309,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Aspasios Atocha Apartments,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 1 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,8",Fabuloso,668 comentarios,"Ubicación 9,4",Apartamento de 1 dormitorio,Apartamento entero • 1 dormitorio • 1 sala de estar • 1 baño • 1 cocina • 40m²,"2 camas (1 doble, 1 sofá cama)",Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 a este precio en nuestra web,"1 noche, 2 adultos",€ 324,Precio € 324,Incluye impuestos y cargos,Ver disponibilidad,,,
"Holiday Inn Madrid - Las Tablas, an IHG Hotel",Se abre en una ventana nueva,"Fuencarral - El Pardo, MadridMostrar en el mapaa 10,9 km del centro",Nivel 1 del programa de Viajes sostenibles,"8,4",Muy bien,1.210 comentarios,Habitación Doble - No fumadores,1 cama doble,Desayuno incluido,Solo quedan 6 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 117,Precio € 117,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Petit Palace Triball,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,8",Fabuloso,2.925 comentarios,"Ubicación 9,8",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 7 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 272,Precio € 272,Incluye impuestos y cargos,Ver disponibilidad,,,
NH Madrid Alonso Martinez,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 1,5 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,1",Muy bien,1.200 comentarios,Habitación Doble Estándar - 1 o 2 camas,Camas: 1 doble o 2 individuales,"1 noche, 2 adultos",€ 231,Precio € 231,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Madrid Chueca Behap Collection Apartments,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,5 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,10,Excepcional,2 comentarios,Ubicación 10,Nuevo en Booking.com,Apartamento Dúplex,Apartamento entero • 2 dormitorios • 2 salas de estar • 2 baños • 1 cocina • 60m²,2 camas dobles grandes,Solo queda 1 a este precio en nuestra web,"1 noche, 2 adultos",€ 292,Precio € 292,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hotel Fenix Gran Meliá - The Leading Hotels of the World,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 1,6 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,8",Fabuloso,479 comentarios,"Ubicación 9,7",Habitación Premium,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 390,Precio € 390,Incluye impuestos y cargos,Ver disponibilidad,,,,
"Hotel Urban,a Member of Design Hotels",Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,8",Fabuloso,1.404 comentarios,"Ubicación 9,7",Habitación Doble Superior (1-2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 281,Precio € 281,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Novotel Campo De Las Naciones,Se abre en una ventana nueva,"Barajas, MadridMostrar en el mapaa 9 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,4",Muy bien,3.740 comentarios,Habitación Doble Superior - 2 camas,2 camas individuales,Solo quedan 7 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 171,Precio € 171,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Senator Castellana,Se abre en una ventana nueva,"Tetuán, MadridMostrar en el mapaa 4,7 km del centroCerca del metro",Nivel 3 del programa de Viajes sostenibles,"8,3",Muy bien,2.268 comentarios,Habitación con cama extragrande.,1 cama doble,"1 noche, 2 adultos",€ 170€ 153,Precio original € 170. Precio actual € 153.,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Hyatt Regency Hesperia Madrid,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 2,7 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,4",Muy bien,471 comentarios,Habitación con cama extragrande.,1 cama doble extragrande,"1 noche, 2 adultos",€ 288,Precio € 288,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Hotel Cortezo,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 350 m del centroCerca del metro","8,1",Muy bien,6.055 comentarios,"Ubicación 9,4",Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 4 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 220,Precio € 220,Incluye impuestos y cargos,Ver disponibilidad,,,,
"Hotel Madrid Atocha, Affiliated by Meliá",Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 0,8 km del centroCerca del metro","8,2",Muy bien,1.645 comentarios,Habitación Doble - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo queda 1 habitación a este precio en nuestra web,"1 noche, 2 adultos",€ 250,Precio € 250,Incluye impuestos y cargos,Ver disponibilidad,,,,,
Melia Madrid Princesa,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 1,5 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,3",Muy bien,1.272 comentarios,Habitación Doble - 2 camas,Camas: 1 doble o 2 individuales,Solo quedan 7 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 294,Precio € 294,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
UMusic Hotel Madrid,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 150 m del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,8",Fabuloso,914 comentarios,"Ubicación 9,5",Habitación Deluxe,1 cama doble grande,"1 noche, 2 adultos",€ 304,Precio € 304,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
Vincci Soma,Se abre en una ventana nueva,"Salamanca, MadridMostrar en el mapaa 2,3 km del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,3",Muy bien,5.478 comentarios,"Ubicación 9,3",Habitación (1 o 2 adultos) - 1 o 2 camas,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 275,Precio € 275,Incluye impuestos y cargos,Ver disponibilidad,,,,
NH Collection Madrid Gran Vía,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 400 m del centroCerca del metro",Nivel 2 del programa de Viajes sostenibles,"8,9",Fabuloso,1.411 comentarios,"Ubicación 9,7",Habitación Doble Superior - 1 o 2 camas,Camas: 1 doble o 2 individuales,Solo queda 1 habitación a este precio en nuestra web,"1 noche, 2 adultos",€ 339,Precio € 339,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Barceló Torre de Madrid,Se abre en una ventana nueva,"Moncloa - Aravaca, MadridMostrar en el mapaa 1,1 km del centroCerca del metro",Nivel 3 del programa de Viajes sostenibles,"8,6",Fabuloso,2.829 comentarios,"Ubicación 9,5",Habitación Deluxe,Varios tipos de camas,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 286,Precio € 286,Incluye impuestos y cargos,Ver disponibilidad,,,,,,
Air Rooms Madrid By HelloSky,Se abre en una ventana nueva,"Barajas, MadridMostrar en el mapaa 12,6 km del centroCerca del metro","7,2",Bien,1.863 comentarios,Habitación Doble Executive - 1 o 2 camas,1 cama doble,Desayuno incluido,Solo quedan 2 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 235,Precio € 235,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,
ME Madrid Reina Victoria by Meliá,Se abre en una ventana nueva,"Centro de Madrid, MadridMostrar en el mapaa 300 m del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,4",Muy bien,1.198 comentarios,"Ubicación 9,6",ALWAYS ME con vistas al patio,Camas: 1 doble o 2 individuales,Cancelación GRATIS,Sin pago por adelantado,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,"1 noche, 2 adultos",€ 310,Precio € 310,Incluye impuestos y cargos,Ver disponibilidad,,,,
Hilton Madrid Airport,Se abre en una ventana nueva,"Barajas, MadridMostrar en el mapaa 10,7 km del centro",Nivel 2 del programa de Viajes sostenibles,"8,2",Muy bien,1.794 comentarios,Habitación Hilton con cama extragrande,1 cama doble extragrande,"1 noche, 2 adultos",€ 194,Precio € 194,Incluye impuestos y cargos,Ver disponibilidad,,,,,,,,
Agora Juan de Austria,Se abre en una ventana nueva,"Chamberí, MadridMostrar en el mapaa 1,7 km del centroCerca del metro",Nivel 1 del programa de Viajes sostenibles,"8,2",Muy bien,1.901 comentarios,Oferta Escapada,Habitación Doble,1 cama doble,Cancelación GRATIS,Puedes cancelar más tarde. Aprovecha y consigue un buen precio hoy.,Solo quedan 5 habitaciones a este precio en nuestra web,"1 noche, 2 adultos",€ 259€ 220,Precio original € 259. Precio actual € 220.,Incluye impuestos y cargos,Ver disponibilidad,,,,
